958 1554
221 898
730 599
192 589
251 265
699 184
77 483
505 445
304 566
70 530
879 923
30 227
187 869
176 933
247 141
235 533
787 305
706 506
559 646
108 537
405 393
608 373
167 532
443 306
671 665
49 445
345 378
427 117
957 131
455 492
378 235
912 17
613 163
292 148
48 889
750 251
398 517
782 487
222 268
46 1
670 656
697 353
526 5
460 456
840 896
129 951
613 56
909 246
185 32
557 590
112 441
166 956
919 474
738 584
247 616
925 780
519 240
5 308
633 191
646 368
679 577
192 12
683 747
397 468
931 553
299 20
569 573
603 832
286 46
90 238
656 824
463 851
178 42
256 98
699 237
565 337
884 193
207 297
745 75
112 528
211 420
326 392
511 139
475 943
805 158
72 695
197 793
266 541
524 657
2 769
596 74
536 109
83 359
401 892
429 643
789 865
308 213
566 321
23 932
110 854
692 920
861 39
139 492
958 594
262 926
566 793
820 93
112 202
499 506
899 229
159 350
89 397
376 867
670 442
382 785
204 702
604 125
28 312
457 520
876 218
931 619
102 881
945 749
957 201
72 423
181 499
28 15
70 751
483 25
365 561
49 469
494 851
573 127
228 590
403 782
443 953
739 623
497 495
210 453
118 852
726 435
852 362
360 544
111 882
72 671
430 585
761 256
910 340
957 765
377 272
415 485
473 909
534 840
270 946
767 751
385 816
298 464
429 324
949 404
915 533
438 773
391 352
95 856
594 893
139 890
427 774
208 624
37 114
930 376
149 601
598 380
719 113
220 399
162 37
863 46
506 41
335 380
67 958
842 755
802 822
858 82
816 180
120 147
509 740
929 24
371 606
206 431
835 312
707 665
47 803
163 943
151 144
955 662
306 359
277 597
477 557
830 196
138 332
525 571
