973 1686
687 721
31 233
543 952
54 876
87 43
725 184
400 454
832 658
372 827
359 37
605 460
933 819
21 929
60 398
914 433
2 178
115 871
259 646
326 519
43 966
165 772
281 42
711 59
558 569
779 665
141 249
461 76
293 353
268 755
887 352
821 938
914 74
295 256
622 406
859 419
52 640
321 262
86 104
686 120
882 849
76 36
438 503
39 737
781 592
197 413
113 461
275 476
586 912
644 65
196 91
196 741
468 402
738 623
26 842
641 98
287 971
570 152
690 567
376 364
636 40
154 220
88 231
505 40
686 607
894 499
100 325
445 122
334 649
635 406
712 483
739 538
740 269
740 519
120 293
100 221
643 326
832 133
344 852
294 392
565 917
817 743
894 468
643 228
232 39
550 349
248 261
677 532
574 264
13 4
309 870
948 434
209 59
10 442
162 647
565 521
142 205
811 287
630 619
959 269
26 358
367 892
413 451
625 887
322 738
422 661
644 273
893 926
630 656
337 393
211 249
108 507
564 300
341 207
377 554
468 225
465 714
948 113
451 757
632 606
458 707
775 329
958 766
395 448
192 166
572 504
314 341
200 226
314 12
160 250
643 129
8 881
951 388
928 660
390 898
564 473
48 370
886 665
833 114
386 815
41 425
169 968
19 58
958 17
389 614
399 465
88 885
293 531
167 848
862 239
642 363
822 379
420 163
854 78
894 369
674 64
604 588
815 617
600 185
88 47
757 42
532 858
702 489
567 847
287 852
682 126
743 608
306 78
178 42
503 202
920 683
284 269
620 959
341 531
514 273
665 566
5 334
697 764
652 239
580 99
158 651
8 892
326 565
85 379
471 545
632 678
446 920
4 730
21 765
158 805
886 550
88 716
556 812
722 134
838 196
244 218
517 392
411 177
412 817
72 638
129 129
96 449
702 365
500 516
346 443
710 833
681 669
155 378
850 39
440 194
595 471
948 361
409 460
234 446
798 713
370 8
152 63
677 420
760 585
654 818
93 609
182 308
251 647
877 552
240 703
690 182
329 883
696 144
421 443
741 571
754 624
900 362
821 850
611 450
100 968
166 650
965 830
973 201
12 896
512 751
282 810
339 922
857 13
887 930
422 484
941 41
275 315
831 140
101 629
400 72
248 607
844 804
682 849
964 467
823 877
367 288
841 860
550 969
177 732
191 332
221 618
820 248
741 605
750 501
69 319
265 63
853 593
483 896
800 650
643 387
65 759
686 568
716 621
887 750
276 405
360 632
198 117
400 312
51 700
149 490
172 107
56 529
372 437
584 32
521 423
820 835
395 136
209 188
281 353
260 50
634 59
385 16
328 720
961 597
755 203
973 864
393 41
662 591
938 704
895 33
937 881
706 378
331 880
474 812
481 554
189 871
798 81
771 52
527 198
932 796
290 56
430 613
690 96
686 614
516 346
353 923
129 373
487 149
120 82
262 11
567 956
909 969
757 311
205 189
307 706
973 245
397 309
817 128
268 736
679 292
777 31
345 890
673 371
702 293
423 720
459 681
45 528
714 690
915 579
483 936
93 434
807 183
655 686
356 915
536 406
570 908
539 446
160 876
500 297
887 567
367 615
857 336
938 422
822 965
138 170
647 715
882 35
161 551
396 367
692 47
897 18
948 156
322 68
222 302
749 755
301 405
147 588
751 186
344 337
538 111
626 334
901 636
30 61
85 585
22 811
399 607
36 691
120 549
112 31
172 681
208 924
151 827
686 161
254 609
794 868
114 322
783 112
953 11
16 297
627 485
663 953
159 272
126 207
973 354
310 517
127 438
494 221
17 206
747 917
645 155
212 874
496 172
715 226
701 554
653 736
270 63
972 94
530 407
16 446
220 431
410 502
710 26
905 218
487 481
474 220
101 435
665 708
689 483
622 450
205 861
694 950
390 434
642 192
914 266
130 893
99 277
35 268
132 392
648 406
836 629
741 383
881 915
586 302
328 433
177 321
659 646
147 61
450 383
437 336
906 846
801 611
279 350
476 181
655 17
505 196
372 558
256 191
886 233
922 112
58 789
61 685
531 710
879 5
232 971
559 952
260 26
43 819
433 95
233 970
812 733
508 814
10 161
401 739
439 373
301 486
526 330
770 840
80 54
146 6
841 266
337 573
524 350
300 683
553 229
480 153
644 969
2 456
384 923
712 600
52 893
494 381
124 80
607 789
42 395
638 813
465 564
170 386
519 960
754 863
665 799
856 853
637 241
847 133
156 393
160 973
403 489
293 561
481 395
546 247
55 20
780 466
530 192
210 972
515 767
469 628
138 835
125 688
841 785
261 751
283 315
423 847
379 578
379 399
29 929
374 920
895 594
852 758
551 416
707 43
313 459
78 740
295 959
382 278
495 114
616 159
785 472
323 234
696 459
55 134
404 693
289 51
892 660
104 490
362 168
690 226
536 838
817 256
231 146
241 923
943 723
643 336
21 577
729 172
596 835
166 840
45 574
242 422
857 196
300 270
144 628
607 653
678 592
880 40
962 593
676 81
144 418
273 552
623 358
660 116
142 607
839 598
629 470
282 3
762 298
540 603
84 673
969 791
399 780
382 852
272 877
185 470
456 319
695 597
332 446
209 892
877 768
854 587
947 271
900 394
455 228
493 910
370 456
442 847
204 35
317 425
849 847
562 938
159 90
402 502
813 170
819 426
297 476
190 588
78 449
366 326
916 21
113 511
226 84
708 74
419 651
964 280
173 29
472 728
676 830
435 473
821 763
832 617
611 324
398 941
400 492
308 840
57 205
867 878
851 628
941 69
272 544
910 827
937 793
620 765
955 516
458 643
396 526
602 152
298 391
20 211
718 190
823 770
186 760
615 426
848 196
729 188
95 8
943 454
315 633
805 363
796 159
