948 1705
111 583
768 216
909 402
184 930
465 17
311 761
945 931
546 228
428 337
276 405
884 480
445 215
692 70
627 231
334 643
764 412
326 270
644 442
652 281
919 813
785 125
265 243
136 161
720 433
786 130
521 53
64 487
859 910
718 317
212 676
531 502
102 383
263 822
737 550
458 666
342 258
827 681
947 929
513 723
151 108
12 528
689 652
507 836
200 52
469 645
718 33
334 142
133 848
484 304
253 856
565 799
391 404
98 677
713 403
740 103
647 412
798 700
914 92
699 709
875 506
618 180
214 655
303 99
680 634
536 61
794 785
424 458
687 152
434 201
855 262
181 115
336 810
866 499
353 32
935 774
130 472
247 507
659 785
502 913
196 542
523 223
17 393
227 129
13 669
351 562
613 262
549 25
550 182
558 459
314 410
604 629
719 945
398 638
472 908
376 696
213 211
610 372
573 79
454 834
771 473
818 782
430 790
214 171
52 39
934 318
712 726
904 827
235 689
647 146
884 492
480 408
891 470
856 935
468 52
842 347
483 592
430 158
843 683
847 115
400 897
392 619
773 2
893 852
173 30
340 357
540 172
463 889
194 574
21 427
268 452
879 399
826 523
647 443
624 892
361 616
704 505
198 33
635 319
367 728
371 726
907 317
484 392
835 140
401 268
553 234
510 154
503 130
208 498
558 939
533 530
94 294
849 67
603 762
819 440
233 772
651 821
704 700
656 581
254 903
238 608
345 115
338 398
932 208
941 164
94 440
226 288
885 617
706 863
396 537
741 578
903 890
663 332
289 560
840 799
260 116
23 665
440 514
388 749
289 605
297 442
31 853
686 667
111 213
385 331
444 618
197 596
809 872
452 710
944 44
251 213
947 817
477 287
171 3
564 167
407 637
399 595
670 153
311 739
175 434
104 854
563 929
846 36
32 96
429 352
341 807
506 520
145 776
784 884
661 930
901 799
312 36
640 624
434 134
431 83
841 328
196 146
217 718
278 270
339 668
41 862
786 575
97 916
338 731
651 269
250 803
45 274
435 434
112 192
239 427
203 356
265 183
157 203
127 329
499 459
818 779
743 127
857 475
864 404
256 232
312 417
18 494
274 355
293 499
451 276
237 936
646 465
724 415
667 255
248 378
806 231
473 108
25 564
97 547
163 764
33 314
233 118
406 775
456 307
808 387
25 568
601 229
318 75
205 661
498 551
433 558
51 381
781 649
513 624
543 443
57 617
500 409
459 260
141 383
789 150
631 135
157 11
78 938
49 265
116 271
17 61
716 7
721 154
289 69
868 856
622 911
148 947
262 613
858 612
32 632
364 783
226 193
513 758
157 691
105 440
10 374
365 549
372 322
946 497
554 656
273 524
554 663
826 649
106 778
749 318
369 143
672 894
634 195
331 420
737 108
56 347
838 207
650 723
50 404
716 395
203 86
458 739
743 867
556 200
736 348
226 781
22 941
82 465
502 351
447 354
418 493
514 904
624 244
340 66
464 907
280 948
624 119
417 793
6 532
901 131
52 7
315 226
723 292
722 353
826 179
451 755
4 867
329 112
401 555
787 694
861 617
266 219
113 623
619 180
722 296
139 247
199 155
921 332
58 642
896 281
747 433
866 288
72 644
335 113
704 263
734 60
549 608
857 944
139 398
408 773
715 536
180 36
516 412
452 424
665 914
647 186
392 391
555 660
557 750
266 835
625 144
399 308
628 910
63 392
849 269
188 611
550 829
349 525
796 938
520 313
211 715
813 355
877 816
515 277
631 359
644 241
657 689
644 401
75 174
186 91
948 278
762 359
850 485
62 530
46 538
828 12
341 751
300 590
390 868
658 872
187 281
66 20
919 252
550 864
482 332
531 716
538 722
452 640
239 450
887 36
322 202
245 433
162 513
293 791
4 247
844 591
372 646
763 596
623 156
792 688
779 332
246 32
837 706
944 252
82 455
568 31
176 927
308 791
450 177
336 791
419 429
921 910
210 788
609 840
257 657
264 138
332 629
343 475
9 284
247 91
854 791
360 650
921 746
643 255
806 603
64 230
889 50
312 536
806 186
286 916
474 531
400 253
872 881
853 371
172 878
809 470
83 252
252 190
528 126
42 500
600 367
195 575
588 58
162 562
727 487
199 385
481 330
729 502
772 728
581 291
644 654
37 5
634 373
900 835
265 362
379 23
463 337
51 135
747 457
779 920
209 109
308 923
351 734
603 181
70 656
196 321
657 382
69 231
113 778
496 496
204 448
792 527
256 869
821 530
618 59
563 421
208 171
541 345
855 408
846 681
889 478
744 646
429 9
431 329
931 291
456 561
210 615
946 661
153 283
157 218
442 772
582 509
505 869
546 480
661 738
498 627
790 814
933 21
222 723
352 502
649 68
803 579
723 150
329 508
921 839
830 26
498 469
119 273
651 899
886 244
497 273
318 202
